Date,AAPL,AXISBANK.NS,DRREDDY.NS,GOOGL,HDFCBANK.NS,HINDUNILVR.NS,ICICIBANK.NS,INFY.NS,ITC.NS,JSWSTEEL.NS,KOTAKBANK.NS,LTTS.NS,MARUTI.NS,MSFT,NESTLEIND.NS,POWERGRID.NS,RELIANCE.NS,SHREECEM.NS,SUNPHARMA.NS,TATASTEEL.NS,TCS.NS,ULTRACEMCO.NS,WIPRO.NS
2024-04-24,0.012702188782628632,0.007103931772606931,-0.00021840643028392392,0.0054973860925562335,0.0027194858498060803,-0.0011048660803082422,0.00596190430886967,-0.008076878892570583,-0.000698965213772107,0.036823912714783136,0.01640891191014071,0.005617441996929484,-0.00401656986497656,0.0036557939879575674,-0.00043977064591205206,0.017697341158997792,-0.006270014606944763,-0.0003527209451272828,0.0007408172720277939,0.027303882126639145,-0.011265418547265482,0.013142914915734938,-0.004760956018116547
2024-04-25,0.005147127684113295,0.059957716167040154,0.045027406442652795,-0.01966933626419609,-0.0006283348661474397,-0.013007295597031954,0.01550033134676121,0.00538176044745442,0.020167884882571263,0.02616969311681583,-0.1087204422889928,-0.011887209836271784,-0.0016648080697848622,-0.024495182462112353,0.024998532622468206,0.009986286682450496,0.006757739970109977,-0.016313744472189806,0.02315339298689656,0.012986918016562043,0.005520753552552993,0.002578087474429225,0.0023918655758661256
2024-04-26,-0.003472698046022793,0.0029281617447547426,0.005362948876724616,0.10224341437494111,-0.0006288129306849521,-0.0036760042891080813,-0.005252486994106964,-0.0057005195122663554,0.005599386738285528,-0.020479062295230666,-0.020670230794951117,-0.0780940087644636,-0.016958837055440656,0.0182437119319252,-0.031178617987360546,-0.0035801080303154986,-0.0050855596537233705,0.00704591207754901,-0.008946536014058815,-0.011329702443451217,-0.00800846043322212,0.0017710995027364618,0.007809161579187762
2024-04-29,0.024807961306681614,0.02561265080383457,0.007197575482784213,-0.03373091907415715,0.013048083247909181,0.001552299074459862,0.047161279123808075,0.003146221710090158,-0.004090852566990599,0.009580061315339838,0.019832000972827002,-0.01332119906688023,-0.0010627107595934104,-0.010016681886902523,0.010895256039821444,0.004961647821420945,0.008588228142784482,0.00019265945446278465,0.009989714418212392,0.009650155444516306,0.012783429107204425,0.02716754446849312,-0.003551538084226924
2024-04-30,-0.01827093983749306,0.0057364349261428416,-0.014736952617276922,-0.020282704476651148,-0.006145858426906181,0.001954024627830009,-0.008404095574235826,-0.009897146275681279,-0.005819413266407447,-0.015126914318805085,-0.010027979595740866,-0.015759986246261848,0.010059299651935083,-0.03211950444611311,-0.0009564563683663874,0.027749464603424645,0.0013480721435161769,0.012412270557295324,-0.012815411295094226,-0.014336975202448254,-0.012802952249733712,0.0007424932435000642,-0.0011880186066187681
2024-05-01,-0.006046968416043574,0.0,0.0,0.006634751356788149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014409563419325755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-02,0.02203165387015038,-0.013766187078274927,0.013410015675790365,0.016843586163952873,0.007992945833216192,-0.0018605946683298846,-0.009518452949414336,-0.004294191159048277,0.007689736214401277,0.009238203872515838,-0.029742276545877355,-0.0035559526237696204,-0.0009479839481766339,0.007342753823368575,0.0019543903383225647,0.038926654632380764,-0.00030663818010823185,0.015641434268085064,0.011250841243604537,0.01424247227878972,0.011163071425096316,0.0011633743387675644,-0.010813098420929701
2024-05-03,0.05981647748033314,-0.007261807668218823,0.00986885453069819,0.003721203974442755,-0.008255888510229181,-0.0041548102041901736,0.0022819433136840317,0.001308076487733123,-0.0058086535511402415,-0.018138943308181887,-0.01837349058468063,-0.010738350197745161,-0.024458455922090394,0.02216988832458222,-0.022369915260078255,-0.008769166889630697,-0.02219498694878652,0.037029978379614414,-0.005167796552285275,-0.00507917404430791,-0.005151014599808712,-0.01674272871988791,-0.00010939627137374064
2024-05-06,-0.00910676718497383,0.0018834663063687085,-0.008835436719136558,0.005142222023517551,0.002007167405733812,0.017658581136287932,0.00372132092878541,0.006778189757088882,-0.003895034723117363,0.007378257863321469,0.05017138149522826,-0.016484371261658692,-0.004230739164907793,0.016918166482639885,0.0005292091604613969,-0.012868012495175662,-0.010094142707927745,-0.008138967103965444,0.011911452685996027,0.006606661136241199,0.02020347683361745,-0.004013720064400816,0.0028425499394872933
2024-05-07,0.0037972580122931365,-0.013946558541013565,-0.005696313506748485,0.018738829700385207,-0.01083639716253415,0.054605080297913444,-0.012562222306405912,0.010554619935386977,0.012880814105529437,-0.026457813520474716,0.012066815602735481,0.0014003780476439243,-0.006049405373042771,-0.010156201472002913,0.020855445979007348,-0.03780350335830518,-0.012715588039204029,-0.005535144301680894,-0.009024617422492942,-0.01998814431769802,0.01476640643035032,-0.009665681008259375,0.011446572264020238
2024-05-08,0.0018640955958062477,0.0008424488393938834,-0.032160878147652894,-0.010919822241260091,-0.015602721371197004,-0.016117460655319604,-0.007862775645739672,-0.009472775219185436,0.0014762590084003158,0.008514690892102328,0.0027069732609874553,-0.0009989821607475635,0.014517864771849576,0.0029316100964627,0.012098090510632264,0.022862093504274705,0.012183706411740047,0.010426891875885635,0.004223417427325016,0.010958924303024586,-0.0005027403405025721,-0.016834683718314536,-0.0015088953666225757
2024-05-09,0.010014205377281815,-0.01151818428618201,-0.029555781832605432,0.003424408371938581,-0.023707538594818223,-0.00657835207577262,-0.006500535008681085,0.00858255762015725,-0.03605446399589862,-0.03481183205102201,-0.0031849890516870705,-0.02188699524881277,-0.0031010883956759105,0.004335803718499509,-0.01006305366494209,-0.019370946614330697,-0.017218325805192114,-0.006223450021709764,-0.017808450207274396,-0.024992539017986037,-0.004211684472172683,-0.007700095572281462,-0.015759984751190448
2024-05-10,-0.006890277628308961,0.003988685918957735,0.007426806580398626,-0.007707749135210218,0.006932843858268756,0.015866686718178036,0.001210019508659288,-0.01017677084279045,0.019407171197677098,0.022826705925957924,-0.009220457399467086,-0.00974577060051407,0.01366286602953326,0.005869240535304687,0.007857623470851172,0.02566283376229883,0.009540023943340525,0.006293786620896746,0.00796171293020942,0.0021619089026903016,-0.016741619625500803,0.004827416738128587,-0.008883469393191068
