portfolio_type,expected_return,volatility,sharpe,w_AAPL,w_AXISBANK.NS,w_DRREDDY.NS,w_GOOGL,w_HDFCBANK.NS,w_HINDUNILVR.NS,w_ICICIBANK.NS,w_INFY.NS,w_ITC.NS,w_JSWSTEEL.NS,w_KOTAKBANK.NS,w_LTTS.NS,w_MARUTI.NS,w_MSFT,w_NESTLEIND.NS,w_POWERGRID.NS,w_RELIANCE.NS,w_SHREECEM.NS,w_SUNPHARMA.NS,w_TATASTEEL.NS,w_TCS.NS,w_ULTRACEMCO.NS,w_WIPRO.NS
random,0.11653080196669025,0.11775106753660403,0.41356286318354507,0.09536854592528932,0.05655119869356458,0.007699162626522335,0.07460549367745722,0.01694661511264329,0.06957283632106089,0.04184719134015476,0.0029477120098294405,0.005799130709488451,0.04100402009332573,0.06209005083929402,0.017847345426066526,0.01114823346321574,0.03929095280866301,0.08398317945556814,0.08187621737942755,0.07144695367114011,0.044421379682716755,0.04615296473454486,0.023596044179716967,0.014322232377306432,0.0016543047215901076,0.0898282347514137
random,0.11819185058706616,0.1225825325988638,0.4108131573568062,0.08531101588631196,0.07658271505872301,0.028135515913857587,0.0661347603136311,0.012072281960927734,0.06039603935600559,0.04332676299213449,0.0014845051125817511,0.02419452294721367,0.0842906755394472,0.02786492018562507,0.016009214258306797,0.0165453700398662,0.04227963329051821,0.07434456330148327,0.06687635553525119,0.03854221918235897,0.018415383589561272,0.004064176072714049,0.04081656686072653,0.07188532849824582,0.06437778205265743,0.036049692051850886
random,0.11736650811866417,0.12104969451862174,0.40919702426602084,0.05475188303933948,0.04037039376746873,0.07272162257045893,0.08463511999604795,0.004765468905333794,0.009087167756234476,0.07944470044837365,0.008724598391646732,0.06268669174188171,0.048584736244444995,0.04578697236487416,0.00857059886058424,0.06396281371783032,0.0528418664309266,0.08152972352905509,0.04221946047964626,0.08008793310425609,0.01614137667280029,0.017896653426201614,0.08329721436750122,0.00872323610570546,0.020762405957059877,0.012407362122328508
random,0.11895977589257736,0.1251737638480119,0.4084437584007033,0.06639407601496071,0.05204079032961879,0.06274881102052754,0.0663254096592631,0.017713394204616935,0.07720208564553803,0.03660350890457419,0.05340341790085295,0.00019294790874935824,0.08301743336982252,0.023474971315177343,0.005186715524160773,0.03829770982271396,0.010783253336447864,0.012730192804761594,0.0528409108861155,0.03283758605294317,0.07704072001473161,0.026672431296190003,0.0606880634115358,0.03853483503953786,0.055153211780377784,0.050117523756782606
random,0.11716196161936356,0.12085785663666754,0.40815408827186045,0.09294212530503204,0.010350864820874535,0.05106493167487648,0.08228393957819824,0.09074167145255892,0.07228016234968689,0.02769175508226021,0.012661515541606687,0.01646562441399112,0.08032429477354454,0.030922483022645685,0.03523329281315713,0.018303625751706836,0.045324800749547325,0.034886040005601096,0.037229717779652255,0.003523645784575753,0.04823673302397591,0.011668015245039237,0.055860388750412125,0.06978247174831534,0.05694798884941644,0.015273911483324961
random,0.11850412588802807,0.12467709108522158,0.40641622381179343,0.07215141983207847,0.02291023544486095,0.028922191196339847,0.07625486416093175,0.01352798426289883,0.005908587999160287,0.04527353060943996,0.0018628952668416142,0.01385125367361866,0.04776491081441212,0.05062855383307419,0.03918363354874891,0.029459049741135064,0.04423275497293045,0.04939056520958663,0.06168062039765075,0.06085682079694648,0.05103452385407859,0.0686472345809014,0.06433238650350807,0.010228848908728163,0.07344107031993498,0.06845606407219397
random,0.11761376946648797,0.12264212426424502,0.40589998283051276,0.07248103926207289,0.08015708547549989,0.0099584983792648,0.0688217325443801,0.051310935051574094,0.041968311497883784,0.04085437594191375,0.06263817891709396,0.017451924951753316,0.050869941704145466,0.021832411358752996,0.007114083788760695,0.04618532260316624,0.022438405120328367,0.06203828115795055,0.05433284005826757,0.018738982227813988,0.07197142254806095,0.028986850494437208,0.05923142416229024,0.02233111166686684,0.01642313449643531,0.07186370659128694
random,0.11795164435096482,0.12354506697249444,0.4056682492129747,0.007396401360861264,0.00011948386848248671,0.023760678990501872,0.10012477399440822,0.07234084387731,0.019247926290049983,0.09964933732017783,0.052603272767984655,0.05329006911550942,0.1047174082484334,0.006658485246664031,0.024085409936765754,0.0655667609562244,0.021881264400479848,0.07606105499331756,0.023963853051024338,0.01109887273276579,0.023168335322785266,0.04731761385871114,0.019715573742137046,0.015076394868810414,0.0962933731414531,0.035862811915142255
random,0.11953881163586905,0.1279152174998919,0.40421678759667073,0.08128721141038928,0.024821465140811544,0.006584426063433969,0.07036677274208941,0.035328266776131684,0.047139139573280565,0.08053515275732229,0.03930976955702563,0.005486950900490159,0.056521436719952474,0.05810895592972374,0.0158812917051986,0.044600815828963976,0.03019287702985941,0.004082315193984603,0.02548114909956811,0.07437662234591272,0.024552592446656554,0.01824088819001631,0.07694272756776689,0.031264604868483786,0.07691379631901,0.0719807718339282
random,0.12146558938035228,0.13312583724793128,0.40286887320855064,0.03670179829146662,0.01783665468864803,0.0006948259483839889,0.10848168814804042,0.10928126702844508,0.012065729267229324,0.01927361018936723,0.05670401424845571,0.023509979054982484,0.09315428527859722,0.007347778907535748,0.06959270046185248,0.048461063258056804,0.0588618010721231,0.05377386396649407,0.019389812915954773,0.02788743527026374,0.008204595614777314,0.0145950487588391,0.12380059324156703,0.03542075535396597,0.03886915344998857,0.01609154558496501
