metric,strategy,benchmark
total_return_pct,14.862618399817684,16.83326503612994
annualized_return_pct,6.973481479759647,7.862428933688603
annualized_volatility_pct,13.328630994444964,11.867461475932634
sharpe_ratio,0.10452008070099422,0.12546220349957776
transaction_cost_total,1.2448784324251703,0.0
